"Notes"	"Year"	"Year Code"	"County"	"County Code"	"UCD - Drug/Alcohol Induced Causes"	"UCD - Drug/Alcohol Induced Causes Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"2002"	"2002"	"Sarpy County, NE"	"31153"	"All Other Causes"	"O"	616	129496	475.69037	19.16611
	"2002"	"2002"	"Saunders County, NE"	"31155"	"All Other Causes"	"O"	194	19925	973.65119	69.90408
	"2002"	"2002"	"Scotts Bluff County, NE"	"31157"	"All Other Causes"	"O"	492	36572	1345.29148	60.65042
	"2002"	"2002"	"Seward County, NE"	"31159"	"All Other Causes"	"O"	160	16574	965.36744	76.31900
	"2002"	"2002"	"Sheridan County, NE"	"31161"	"All Other Causes"	"O"	88	5995	1467.88991	156.47759
	"2002"	"2002"	"Sherman County, NE"	"31163"	"All Other Causes"	"O"	44	3228	1363.07311	205.49100
	"2002"	"2002"	"Stanton County, NE"	"31167"	"All Other Causes"	"O"	55	6453	852.31675	114.92637
	"2002"	"2002"	"Thayer County, NE"	"31169"	"All Other Causes"	"O"	98	5723	1712.38861	172.97737
	"2002"	"2002"	"Thurston County, NE"	"31173"	"All Other Causes"	"O"	93	6989	1330.66247	137.98327
	"2002"	"2002"	"Valley County, NE"	"31175"	"All Other Causes"	"O"	65	4541	1431.40277	177.54366
	"2002"	"2002"	"Washington County, NE"	"31177"	"All Other Causes"	"O"	168	19264	872.09302	67.28344
	"2002"	"2002"	"Wayne County, NE"	"31179"	"All Other Causes"	"O"	78	9664	807.11921	91.38825
	"2002"	"2002"	"Webster County, NE"	"31181"	"All Other Causes"	"O"	61	3970	1536.52393	196.73173
	"2002"	"2002"	"Wheeler County, NE"	"31183"	"All Other Causes"	"O"	12	837	Unreliable	413.87116
	"2002"	"2002"	"York County, NE"	"31185"	"All Other Causes"	"O"	160	14230	1124.38510	88.89045
	"2002"	"2002"	"Churchill County, NV"	"32001"	"All Other Causes"	"O"	205	24155	848.68557	59.27477
	"2002"	"2002"	"Clark County, NV"	"32003"	"Drug-Induced Causes"	"D"	250	1522962	16.41538	1.03820
	"2002"	"2002"	"Clark County, NV"	"32003"	"Alcohol-Induced Causes"	"A"	112	1522962	7.35409	0.69490
	"2002"	"2002"	"Clark County, NV"	"32003"	"All Other Causes"	"O"	11101	1522962	728.90853	6.91818
	"2002"	"2002"	"Douglas County, NV"	"32005"	"All Other Causes"	"O"	323	43436	743.62280	41.37628
	"2002"	"2002"	"Elko County, NV"	"32007"	"All Other Causes"	"O"	247	44173	559.16510	35.57882
	"2002"	"2002"	"Esmeralda County, NV"	"32009"	"All Other Causes"	"O"	11	926	Unreliable	358.16682
	"2002"	"2002"	"Humboldt County, NV"	"32013"	"All Other Causes"	"O"	95	14776	642.93449	65.96369
	"2002"	"2002"	"Lander County, NV"	"32015"	"All Other Causes"	"O"	31	5180	598.45560	107.48580
	"2002"	"2002"	"Lincoln County, NV"	"32017"	"All Other Causes"	"O"	48	4294	1117.83884	161.34614
	"2002"	"2002"	"Lyon County, NV"	"32019"	"All Other Causes"	"O"	380	37573	1011.36454	51.88191
	"2002"	"2002"	"Mineral County, NV"	"32021"	"All Other Causes"	"O"	73	4716	1547.92197	181.17056
	"2002"	"2002"	"Nye County, NV"	"32023"	"All Other Causes"	"O"	427	34433	1240.08945	60.01213
	"2002"	"2002"	"Pershing County, NV"	"32027"	"All Other Causes"	"O"	49	6636	738.39662	105.48523
	"2002"	"2002"	"Storey County, NV"	"32029"	"All Other Causes"	"O"	25	3332	750.30012	150.06002
	"2002"	"2002"	"Washoe County, NV"	"32031"	"Drug-Induced Causes"	"D"	50	362374	13.79790	1.95132
	"2002"	"2002"	"Washoe County, NV"	"32031"	"Alcohol-Induced Causes"	"A"	67	362374	18.48919	2.25881
	"2002"	"2002"	"Washoe County, NV"	"32031"	"All Other Causes"	"O"	2625	362374	724.38972	14.13864
	"2002"	"2002"	"White Pine County, NV"	"32033"	"All Other Causes"	"O"	106	8693	1219.37191	118.43587
	"2002"	"2002"	"Carson City, NV"	"32510"	"All Other Causes"	"O"	629	54503	1154.06491	46.01558
	"2002"	"2002"	"Belknap County, NH"	"33001"	"All Other Causes"	"O"	561	58609	957.19088	40.41263
	"2002"	"2002"	"Carroll County, NH"	"33003"	"All Other Causes"	"O"	447	45074	991.70253	46.90592
	"2002"	"2002"	"Cheshire County, NH"	"33005"	"All Other Causes"	"O"	658	75047	876.78388	34.18059
	"2002"	"2002"	"Coos County, NH"	"33007"	"All Other Causes"	"O"	417	33234	1254.73912	61.44484
	"2002"	"2002"	"Grafton County, NH"	"33009"	"Drug-Induced Causes"	"D"	11	83152	Unreliable	3.98863
	"2002"	"2002"	"Grafton County, NH"	"33009"	"All Other Causes"	"O"	636	83152	764.86434	30.32884
	"2002"	"2002"	"Hillsborough County, NH"	"33011"	"Drug-Induced Causes"	"D"	40	389665	10.26523	1.62308
	"2002"	"2002"	"Hillsborough County, NH"	"33011"	"Alcohol-Induced Causes"	"A"	16	389665	Unreliable	1.02652
	"2002"	"2002"	"Hillsborough County, NH"	"33011"	"All Other Causes"	"O"	2725	389665	699.31865	13.39652
	"2002"	"2002"	"Merrimack County, NH"	"33013"	"Drug-Induced Causes"	"D"	14	140880	Unreliable	2.65592
	"2002"	"2002"	"Merrimack County, NH"	"33013"	"All Other Causes"	"O"	1144	140880	812.03861	24.00842
	"2002"	"2002"	"Rockingham County, NH"	"33015"	"Drug-Induced Causes"	"D"	12	286218	Unreliable	1.21030
	"2002"	"2002"	"Rockingham County, NH"	"33015"	"Alcohol-Induced Causes"	"A"	18	286218	Unreliable	1.48231
	"2002"	"2002"	"Rockingham County, NH"	"33015"	"All Other Causes"	"O"	1799	286218	628.54188	14.81899
	"2002"	"2002"	"Strafford County, NH"	"33017"	"Drug-Induced Causes"	"D"	10	115811	Unreliable	2.73055
	"2002"	"2002"	"Strafford County, NH"	"33017"	"All Other Causes"	"O"	860	115811	742.58922	25.32208
	"2002"	"2002"	"Sullivan County, NH"	"33019"	"All Other Causes"	"O"	415	41399	1002.43967	49.20783
	"2002"	"2002"	"Atlantic County, NJ"	"34001"	"Drug-Induced Causes"	"D"	31	259263	11.95697	2.14754
	"2002"	"2002"	"Atlantic County, NJ"	"34001"	"Alcohol-Induced Causes"	"A"	25	259263	9.64272	1.92854
	"2002"	"2002"	"Atlantic County, NJ"	"34001"	"All Other Causes"	"O"	2737	259263	1055.68477	20.17887
	"2002"	"2002"	"Bergen County, NJ"	"34003"	"Drug-Induced Causes"	"D"	63	890647	7.07351	0.89118
	"2002"	"2002"	"Bergen County, NJ"	"34003"	"Alcohol-Induced Causes"	"A"	34	890647	3.81745	0.65469
	"2002"	"2002"	"Bergen County, NJ"	"34003"	"All Other Causes"	"O"	7535	890647	846.01419	9.74622
	"2002"	"2002"	"Burlington County, NJ"	"34005"	"Drug-Induced Causes"	"D"	28	436445	6.41547	1.21241
	"2002"	"2002"	"Burlington County, NJ"	"34005"	"Alcohol-Induced Causes"	"A"	17	436445	Unreliable	0.94470
	"2002"	"2002"	"Burlington County, NJ"	"34005"	"All Other Causes"	"O"	3741	436445	857.15268	14.01407
	"2002"	"2002"	"Camden County, NJ"	"34007"	"Drug-Induced Causes"	"D"	67	507899	13.19160	1.61161
	"2002"	"2002"	"Camden County, NJ"	"34007"	"Alcohol-Induced Causes"	"A"	28	507899	5.51291	1.04184
	"2002"	"2002"	"Camden County, NJ"	"34007"	"All Other Causes"	"O"	4703	507899	925.97150	13.50237
	"2002"	"2002"	"Cape May County, NJ"	"34009"	"Alcohol-Induced Causes"	"A"	15	101694	Unreliable	3.80847
	"2002"	"2002"	"Cape May County, NJ"	"34009"	"All Other Causes"	"O"	1277	101694	1255.72797	35.13987
	"2002"	"2002"	"Cumberland County, NJ"	"34011"	"Drug-Induced Causes"	"D"	16	147294	Unreliable	2.71566
	"2002"	"2002"	"Cumberland County, NJ"	"34011"	"All Other Causes"	"O"	1448	147294	983.06788	25.83445
	"2002"	"2002"	"Essex County, NJ"	"34013"	"Drug-Induced Causes"	"D"	143	795625	17.97329	1.50300
	"2002"	"2002"	"Essex County, NJ"	"34013"	"Alcohol-Induced Causes"	"A"	52	795625	6.53574	0.90634
	"2002"	"2002"	"Essex County, NJ"	"34013"	"All Other Causes"	"O"	6808	795625	855.67950	10.37054
	"2002"	"2002"	"Gloucester County, NJ"	"34015"	"Drug-Induced Causes"	"D"	42	262909	15.97511	2.46501
	"2002"	"2002"	"Gloucester County, NJ"	"34015"	"All Other Causes"	"O"	2332	262909	886.99892	18.36787
	"2002"	"2002"	"Hudson County, NJ"	"34017"	"Drug-Induced Causes"	"D"	76	615554	12.34660	1.41625
	"2002"	"2002"	"Hudson County, NJ"	"34017"	"Alcohol-Induced Causes"	"A"	45	615554	7.31049	1.08978
	"2002"	"2002"	"Hudson County, NJ"	"34017"	"All Other Causes"	"O"	4455	615554	723.73829	10.84321
	"2002"	"2002"	"Hunterdon County, NJ"	"34019"	"All Other Causes"	"O"	826	125892	656.11794	22.82926
	"2002"	"2002"	"Mercer County, NJ"	"34021"	"Drug-Induced Causes"	"D"	24	355935	6.74280	1.37637
	"2002"	"2002"	"Mercer County, NJ"	"34021"	"Alcohol-Induced Causes"	"A"	15	355935	Unreliable	1.08812
	"2002"	"2002"	"Mercer County, NJ"	"34021"	"All Other Causes"	"O"	2780	355935	781.04148	14.81330
	"2002"	"2002"	"Middlesex County, NJ"	"34023"	"Drug-Induced Causes"	"D"	64	769280	8.31947	1.03993
	"2002"	"2002"	"Middlesex County, NJ"	"34023"	"Alcohol-Induced Causes"	"A"	61	769280	7.92949	1.01527
	"2002"	"2002"	"Middlesex County, NJ"	"34023"	"All Other Causes"	"O"	5406	769280	702.73502	9.55770
	"2002"	"2002"	"Monmouth County, NJ"	"34025"	"Drug-Induced Causes"	"D"	55	624532	8.80659	1.18748
	"2002"	"2002"	"Monmouth County, NJ"	"34025"	"Alcohol-Induced Causes"	"A"	33	624532	5.28396	0.91982
	"2002"	"2002"	"Monmouth County, NJ"	"34025"	"All Other Causes"	"O"	5208	624532	833.90443	11.55529
	"2002"	"2002"	"Morris County, NJ"	"34027"	"Drug-Induced Causes"	"D"	37	477234	7.75301	1.27459
	"2002"	"2002"	"Morris County, NJ"	"34027"	"Alcohol-Induced Causes"	"A"	18	477234	Unreliable	0.88901
	"2002"	"2002"	"Morris County, NJ"	"34027"	"All Other Causes"	"O"	3446	477234	722.07764	12.30060
	"2002"	"2002"	"Ocean County, NJ"	"34029"	"Drug-Induced Causes"	"D"	56	536069	10.44642	1.39596
	"2002"	"2002"	"Ocean County, NJ"	"34029"	"Alcohol-Induced Causes"	"A"	35	536069	6.52901	1.10360
	"2002"	"2002"	"Ocean County, NJ"	"34029"	"All Other Causes"	"O"	6958	536069	1297.96724	15.56043
	"2002"	"2002"	"Passaic County, NJ"	"34031"	"Drug-Induced Causes"	"D"	59	494571	11.92953	1.55309
	"2002"	"2002"	"Passaic County, NJ"	"34031"	"Alcohol-Induced Causes"	"A"	38	494571	7.68343	1.24642
	"2002"	"2002"	"Passaic County, NJ"	"34031"	"All Other Causes"	"O"	3953	494571	799.27857	12.71261
	"2002"	"2002"	"Salem County, NJ"	"34033"	"All Other Causes"	"O"	678	64434	1052.23950	40.41101
	"2002"	"2002"	"Somerset County, NJ"	"34035"	"Drug-Induced Causes"	"D"	29	305255	9.50025	1.76415
	"2002"	"2002"	"Somerset County, NJ"	"34035"	"Alcohol-Induced Causes"	"A"	14	305255	Unreliable	1.22575
	"2002"	"2002"	"Somerset County, NJ"	"34035"	"All Other Causes"	"O"	2035	305255	666.65575	14.77813
	"2002"	"2002"	"Sussex County, NJ"	"34037"	"Drug-Induced Causes"	"D"	14	147712	Unreliable	2.53308
	"2002"	"2002"	"Sussex County, NJ"	"34037"	"All Other Causes"	"O"	960	147712	649.91334	20.97586
	"2002"	"2002"	"Union County, NJ"	"34039"	"Drug-Induced Causes"	"D"	53	527625	10.04501	1.37979
	"2002"	"2002"	"Union County, NJ"	"34039"	"Alcohol-Induced Causes"	"A"	26	527625	4.92774	0.96641
	"2002"	"2002"	"Union County, NJ"	"34039"	"All Other Causes"	"O"	4452	527625	843.78109	12.64597
	"2002"	"2002"	"Warren County, NJ"	"34041"	"All Other Causes"	"O"	891	106774	834.47281	27.95589
	"2002"	"2002"	"Bernalillo County, NM"	"35001"	"Drug-Induced Causes"	"D"	139	576532	24.10968	2.04496
	"2002"	"2002"	"Bernalillo County, NM"	"35001"	"Alcohol-Induced Causes"	"A"	93	576532	16.13093	1.67270
	"2002"	"2002"	"Bernalillo County, NM"	"35001"	"All Other Causes"	"O"	4195	576532	727.62657	11.23421
	"2002"	"2002"	"Catron County, NM"	"35003"	"All Other Causes"	"O"	37	3501	1056.84090	173.74357
	"2002"	"2002"	"Chaves County, NM"	"35005"	"Drug-Induced Causes"	"D"	11	60768	Unreliable	5.45785
	"2002"	"2002"	"Chaves County, NM"	"35005"	"All Other Causes"	"O"	614	60768	1010.40021	40.77643
	"2002"	"2002"	"Cibola County, NM"	"35006"	"All Other Causes"	"O"	183	26592	688.17690	50.87150
	"2002"	"2002"	"Colfax County, NM"	"35007"	"All Other Causes"	"O"	152	14215	1069.29300	86.73112
	"2002"	"2002"	"Curry County, NM"	"35009"	"All Other Causes"	"O"	391	45133	866.32841	43.81211
	"2002"	"2002"	"DeBaca County, NM"	"35011"	"All Other Causes"	"O"	29	2158	1343.83689	249.54425
	"2002"	"2002"	"Dona Ana County, NM"	"35013"	"Drug-Induced Causes"	"D"	13	178464	Unreliable	2.02032
	"2002"	"2002"	"Dona Ana County, NM"	"35013"	"Alcohol-Induced Causes"	"A"	20	178464	11.20674	2.50590
	"2002"	"2002"	"Dona Ana County, NM"	"35013"	"All Other Causes"	"O"	1137	178464	637.10328	18.89425
	"2002"	"2002"	"Eddy County, NM"	"35015"	"All Other Causes"	"O"	548	51002	1074.46767	45.89898
	"2002"	"2002"	"Grant County, NM"	"35017"	"All Other Causes"	"O"	310	30165	1027.68109	58.36836
	"2002"	"2002"	"Guadalupe County, NM"	"35019"	"All Other Causes"	"O"	51	4771	1068.95829	149.68410
	"2002"	"2002"	"Harding County, NM"	"35021"	"All Other Causes"	"O"	13	745	Unreliable	483.96661
	"2002"	"2002"	"Hidalgo County, NM"	"35023"	"All Other Causes"	"O"	51	5272	967.37481	135.45957
	"2002"	"2002"	"Lea County, NM"	"35025"	"All Other Causes"	"O"	469	56340	832.44586	38.43878
	"2002"	"2002"	"Lincoln County, NM"	"35027"	"All Other Causes"	"O"	157	19467	806.49304	64.36515
	"2002"	"2002"	"Los Alamos County, NM"	"35028"	"All Other Causes"	"O"	93	18060	514.95017	53.39784
	"2002"	"2002"	"Luna County, NM"	"35029"	"All Other Causes"	"O"	258	24630	1047.50305	65.21469
	"2002"	"2002"	"McKinley County, NM"	"35031"	"Alcohol-Induced Causes"	"A"	27	72868	37.05330	7.13091
	"2002"	"2002"	"McKinley County, NM"	"35031"	"All Other Causes"	"O"	420	72868	576.38470	28.12469
	"2002"	"2002"	"Mora County, NM"	"35033"	"All Other Causes"	"O"	41	5151	795.96195	124.30837
	"2002"	"2002"	"Otero County, NM"	"35035"	"Alcohol-Induced Causes"	"A"	12	61194	Unreliable	5.66085
	"2002"	"2002"	"Otero County, NM"	"35035"	"All Other Causes"	"O"	467	61194	763.14671	35.31422
	"2002"	"2002"	"Quay County, NM"	"35037"	"All Other Causes"	"O"	122	9638	1265.82278	114.60221
	"2002"	"2002"	"Rio Arriba County, NM"	"35039"	"Drug-Induced Causes"	"D"	23	40717	56.48746	11.77845
	"2002"	"2002"	"Rio Arriba County, NM"	"35039"	"Alcohol-Induced Causes"	"A"	14	40717	Unreliable	9.18942
	"2002"	"2002"	"Rio Arriba County, NM"	"35039"	"All Other Causes"	"O"	300	40717	736.79299	42.53876
	"2002"	"2002"	"Roosevelt County, NM"	"35041"	"All Other Causes"	"O"	164	18627	880.44237	68.75100
	"2002"	"2002"	"Sandoval County, NM"	"35043"	"All Other Causes"	"O"	607	96263	630.56418	25.59381
	"2002"	"2002"	"San Juan County, NM"	"35045"	"Alcohol-Induced Causes"	"A"	15	119430	Unreliable	3.24289
	"2002"	"2002"	"San Juan County, NM"	"35045"	"All Other Causes"	"O"	751	119430	628.82023	22.94598
	"2002"	"2002"	"San Miguel County, NM"	"35047"	"Alcohol-Induced Causes"	"A"	14	29707	Unreliable	12.59520
	"2002"	"2002"	"San Miguel County, NM"	"35047"	"All Other Causes"	"O"	260	29707	875.21460	54.27851
	"2002"	"2002"	"Santa Fe County, NM"	"35049"	"Drug-Induced Causes"	"D"	25	133555	18.71888	3.74378
	"2002"	"2002"	"Santa Fe County, NM"	"35049"	"Alcohol-Induced Causes"	"A"	29	133555	21.71390	4.03217
	"2002"	"2002"	"Santa Fe County, NM"	"35049"	"All Other Causes"	"O"	740	133555	554.07884	20.36834
	"2002"	"2002"	"Sierra County, NM"	"35051"	"All Other Causes"	"O"	217	12672	1712.43687	116.24779
	"2002"	"2002"	"Socorro County, NM"	"35053"	"All Other Causes"	"O"	120	17769	675.33345	61.64923
	"2002"	"2002"	"Taos County, NM"	"35055"	"All Other Causes"	"O"	223	30844	722.99313	48.41520
	"2002"	"2002"	"Torrance County, NM"	"35057"	"All Other Causes"	"O"	103	16520	623.48668	61.43397
	"2002"	"2002"	"Union County, NM"	"35059"	"All Other Causes"	"O"	51	4138	1232.47946	172.58164
	"2002"	"2002"	"Valencia County, NM"	"35061"	"Drug-Induced Causes"	"D"	13	68401	Unreliable	5.27120
	"2002"	"2002"	"Valencia County, NM"	"35061"	"All Other Causes"	"O"	456	68401	666.65692	31.21907
	"2002"	"2002"	"Albany County, NY"	"36001"	"Drug-Induced Causes"	"D"	10	298283	Unreliable	1.06016
	"2002"	"2002"	"Albany County, NY"	"36001"	"All Other Causes"	"O"	2811	298283	942.39363	17.77469
	"2002"	"2002"	"Allegany County, NY"	"36003"	"All Other Causes"	"O"	506	50014	1011.71672	44.97629
	"2002"	"2002"	"Bronx County, NY"	"36005"	"Drug-Induced Causes"	"D"	183	1358739	13.46837	0.99561
	"2002"	"2002"	"Bronx County, NY"	"36005"	"Alcohol-Induced Causes"	"A"	144	1358739	10.59806	0.88317
	"2002"	"2002"	"Bronx County, NY"	"36005"	"All Other Causes"	"O"	9716	1358739	715.07479	7.25450
	"2002"	"2002"	"Broome County, NY"	"36007"	"Alcohol-Induced Causes"	"A"	16	201438	Unreliable	1.98572
	"2002"	"2002"	"Broome County, NY"	"36007"	"All Other Causes"	"O"	2100	201438	1042.50439	22.74931
	"2002"	"2002"	"Cattaraugus County, NY"	"36009"	"All Other Causes"	"O"	829	83301	995.18613	34.56424
	"2002"	"2002"	"Cayuga County, NY"	"36011"	"All Other Causes"	"O"	737	81401	905.39428	33.35063
	"2002"	"2002"	"Chautauqua County, NY"	"36013"	"All Other Causes"	"O"	1535	138346	1109.53696	28.31963
	"2002"	"2002"	"Chemung County, NY"	"36015"	"All Other Causes"	"O"	907	90613	1000.96013	33.23634
	"2002"	"2002"	"Chenango County, NY"	"36017"	"All Other Causes"	"O"	579	51205	1130.74895	46.99232
	"2002"	"2002"	"Clinton County, NY"	"36019"	"All Other Causes"	"O"	638	80707	790.51383	31.29674
	"2002"	"2002"	"Columbia County, NY"	"36021"	"All Other Causes"	"O"	711	63182	1125.32050	42.20282
	"2002"	"2002"	"Cortland County, NY"	"36023"	"All Other Causes"	"O"	402	48891	822.23722	41.00947
	"2002"	"2002"	"Delaware County, NY"	"36025"	"All Other Causes"	"O"	584	47666	1225.19196	50.69880
	"2002"	"2002"	"Dutchess County, NY"	"36027"	"Alcohol-Induced Causes"	"A"	10	287700	Unreliable	1.09916
	"2002"	"2002"	"Dutchess County, NY"	"36027"	"All Other Causes"	"O"	2282	287700	793.18735	16.60420
	"2002"	"2002"	"Erie County, NY"	"36029"	"Drug-Induced Causes"	"D"	13	943551	Unreliable	0.38213
	"2002"	"2002"	"Erie County, NY"	"36029"	"Alcohol-Induced Causes"	"A"	45	943551	4.76922	0.71095
	"2002"	"2002"	"Erie County, NY"	"36029"	"All Other Causes"	"O"	9962	943551	1055.79879	10.57811
	"2002"	"2002"	"Essex County, NY"	"36031"	"All Other Causes"	"O"	418	39195	1066.46256	52.16239
	"2002"	"2002"	"Franklin County, NY"	"36033"	"All Other Causes"	"O"	438	50924	860.10525	41.09742
	"2002"	"2002"	"Fulton County, NY"	"36035"	"All Other Causes"	"O"	608	54988	1105.69579	44.84189
	"2002"	"2002"	"Genesee County, NY"	"36037"	"All Other Causes"	"O"	579	60289	960.37420	39.91179
	"2002"	"2002"	"Greene County, NY"	"36039"	"All Other Causes"	"O"	539	48177	1118.79112	48.18975
	"2002"	"2002"	"Hamilton County, NY"	"36041"	"All Other Causes"	"O"	72	5232	1376.14679	162.18045
	"2002"	"2002"	"Herkimer County, NY"	"36043"	"All Other Causes"	"O"	732	63971	1144.26850	42.29338
	"2002"	"2002"	"Jefferson County, NY"	"36045"	"All Other Causes"	"O"	872	111112	784.79372	26.57647
	"2002"	"2002"	"Kings County, NY"	"36047"	"Drug-Induced Causes"	"D"	238	2480559	9.59461	0.62193
	"2002"	"2002"	"Kings County, NY"	"36047"	"Alcohol-Induced Causes"	"A"	185	2480559	7.45800	0.54832
	"2002"	"2002"	"Kings County, NY"	"36047"	"All Other Causes"	"O"	17930	2480559	722.82094	5.39810
	"2002"	"2002"	"Lewis County, NY"	"36049"	"All Other Causes"	"O"	225	26618	845.29266	56.35284
	"2002"	"2002"	"Livingston County, NY"	"36051"	"All Other Causes"	"O"	487	65118	747.87309	33.88936
	"2002"	"2002"	"Madison County, NY"	"36053"	"All Other Causes"	"O"	581	70261	826.91678	34.30629
	"2002"	"2002"	"Monroe County, NY"	"36055"	"Drug-Induced Causes"	"D"	16	741391	Unreliable	0.53953
	"2002"	"2002"	"Monroe County, NY"	"36055"	"Alcohol-Induced Causes"	"A"	29	741391	3.91157	0.72636
	"2002"	"2002"	"Monroe County, NY"	"36055"	"All Other Causes"	"O"	6246	741391	842.47044	10.65991
	"2002"	"2002"	"Montgomery County, NY"	"36057"	"All Other Causes"	"O"	643	49298	1304.31255	51.43707
	"2002"	"2002"	"Nassau County, NY"	"36059"	"Drug-Induced Causes"	"D"	26	1339572	1.94092	0.38065
	"2002"	"2002"	"Nassau County, NY"	"36059"	"Alcohol-Induced Causes"	"A"	32	1339572	2.38882	0.42229
	"2002"	"2002"	"Nassau County, NY"	"36059"	"All Other Causes"	"O"	11312	1339572	844.44882	7.93969
	"2002"	"2002"	"New York County, NY"	"36061"	"Drug-Induced Causes"	"D"	230	1555382	14.78736	0.97505
	"2002"	"2002"	"New York County, NY"	"36061"	"Alcohol-Induced Causes"	"A"	141	1555382	9.06530	0.76344
	"2002"	"2002"	"New York County, NY"	"36061"	"All Other Causes"	"O"	10981	1555382	706.00020	6.73727
	"2002"	"2002"	"Niagara County, NY"	"36063"	"All Other Causes"	"O"	2392	218127	1096.60886	22.42184
	"2002"	"2002"	"Oneida County, NY"	"36065"	"Alcohol-Induced Causes"	"A"	10	234078	Unreliable	1.35095
	"2002"	"2002"	"Oneida County, NY"	"36065"	"All Other Causes"	"O"	2543	234078	1086.39001	21.54332
	"2002"	"2002"	"Onondaga County, NY"	"36067"	"Drug-Induced Causes"	"D"	10	459484	Unreliable	0.68822
	"2002"	"2002"	"Onondaga County, NY"	"36067"	"Alcohol-Induced Causes"	"A"	26	459484	5.65852	1.10973
	"2002"	"2002"	"Onondaga County, NY"	"36067"	"All Other Causes"	"O"	4095	459484	891.21710	13.92697
	"2002"	"2002"	"Ontario County, NY"	"36069"	"All Other Causes"	"O"	987	101763	969.90065	30.87228
	"2002"	"2002"	"Orange County, NY"	"36071"	"All Other Causes"	"O"	2564	352975	726.39705	14.34548
	"2002"	"2002"	"Orleans County, NY"	"36073"	"All Other Causes"	"O"	396	43660	907.00870	45.57890
	"2002"	"2002"	"Oswego County, NY"	"36075"	"All Other Causes"	"O"	1052	122496	858.80355	26.47805
	"2002"	"2002"	"Otsego County, NY"	"36077"	"All Other Causes"	"O"	646	62093	1040.37492	40.93300
	"2002"	"2002"	"Putnam County, NY"	"36079"	"All Other Causes"	"O"	619	98263	629.94209	25.31951
	"2002"	"2002"	"Queens County, NY"	"36081"	"Drug-Induced Causes"	"D"	165	2224507	7.41737	0.57744
	"2002"	"2002"	"Queens County, NY"	"36081"	"Alcohol-Induced Causes"	"A"	154	2224507	6.92288	0.55786
	"2002"	"2002"	"Queens County, NY"	"36081"	"All Other Causes"	"O"	15698	2224507	705.68445	5.63233
	"2002"	"2002"	"Rensselaer County, NY"	"36083"	"All Other Causes"	"O"	1510	153040	986.67015	25.39122
	"2002"	"2002"	"Richmond County, NY"	"36085"	"Drug-Induced Causes"	"D"	52	452813	11.48377	1.59251
	"2002"	"2002"	"Richmond County, NY"	"36085"	"Alcohol-Induced Causes"	"A"	30	452813	6.62525	1.20960
	"2002"	"2002"	"Richmond County, NY"	"36085"	"All Other Causes"	"O"	3559	452813	785.97567	13.17483
	"2002"	"2002"	"Rockland County, NY"	"36087"	"All Other Causes"	"O"	2100	293728	714.94716	15.60143
	"2002"	"2002"	"St. Lawrence County, NY"	"36089"	"All Other Causes"	"O"	1129	111292	1014.44848	30.19138
	"2002"	"2002"	"Saratoga County, NY"	"36091"	"All Other Causes"	"O"	1482	206446	717.86327	18.64737
	"2002"	"2002"	"Schenectady County, NY"	"36093"	"Alcohol-Induced Causes"	"A"	10	147199	Unreliable	2.14830
	"2002"	"2002"	"Schenectady County, NY"	"36093"	"All Other Causes"	"O"	1591	147199	1080.84973	27.09756
	"2002"	"2002"	"Schoharie County, NY"	"36095"	"All Other Causes"	"O"	310	31785	975.30282	55.39348
	"2002"	"2002"	"Schuyler County, NY"	"36097"	"All Other Causes"	"O"	184	19179	959.38266	70.72663
	"2002"	"2002"	"Seneca County, NY"	"36099"	"All Other Causes"	"O"	341	35046	973.00691	52.69128
	"2002"	"2002"	"Steuben County, NY"	"36101"	"All Other Causes"	"O"	1057	99583	1061.42615	32.64768
	"2002"	"2002"	"Suffolk County, NY"	"36103"	"Drug-Induced Causes"	"D"	34	1456745	2.33397	0.40027
	"2002"	"2002"	"Suffolk County, NY"	"36103"	"Alcohol-Induced Causes"	"A"	81	1456745	5.56034	0.61782
	"2002"	"2002"	"Suffolk County, NY"	"36103"	"All Other Causes"	"O"	11446	1456745	785.72434	7.34418
	"2002"	"2002"	"Sullivan County, NY"	"36105"	"All Other Causes"	"O"	724	74452	972.43862	36.14040
	"2002"	"2002"	"Tioga County, NY"	"36107"	"All Other Causes"	"O"	429	51992	825.12694	39.83750
	"2002"	"2002"	"Tompkins County, NY"	"36109"	"All Other Causes"	"O"	559	98227	569.08997	24.06994
	"2002"	"2002"	"Ulster County, NY"	"36111"	"All Other Causes"	"O"	1617	180128	897.69497	22.32409
	"2002"	"2002"	"Warren County, NY"	"36113"	"All Other Causes"	"O"	559	63774	876.53276	37.07339
	"2002"	"2002"	"Washington County, NY"	"36115"	"All Other Causes"	"O"	578	61152	945.18577	39.31455
	"2002"	"2002"	"Wayne County, NY"	"36117"	"All Other Causes"	"O"	808	93735	862.00459	30.32522
	"2002"	"2002"	"Westchester County, NY"	"36119"	"Drug-Induced Causes"	"D"	20	935219	2.13854	0.47819
	"2002"	"2002"	"Westchester County, NY"	"36119"	"Alcohol-Induced Causes"	"A"	19	935219	Unreliable	0.46608
	"2002"	"2002"	"Westchester County, NY"	"36119"	"All Other Causes"	"O"	7327	935219	783.45286	9.15271
	"2002"	"2002"	"Wyoming County, NY"	"36121"	"All Other Causes"	"O"	392	43007	911.47953	46.03667
